provID,GRADE,SEX,GETHNCC1,OMARKSA1,DVTY1ST,DVSELF,BMI
59,8,2,1,3,3,8,99
59,8,1,1,2,3,8,99
59,8,1,1,99,3,99,99
59,8,2,1,99,3,9,99
59,8,1,1,2,3,12,18.35
59,8,2,1,3,3,11,99
59,8,2,1,2,3,8,99
59,8,1,1,3,3,3,99
59,8,1,1,3,3,9,99
59,8,2,1,1,3,10,14.64
59,8,1,1,2,3,9,99
59,8,1,1,3,3,6,14.59
59,8,2,1,3,3,9,99
59,8,2,1,2,3,12,99
59,8,1,1,1,3,9,20.08
59,8,1,1,1,3,12,17.51
59,8,1,1,1,3,10,18.14
59,8,2,1,3,3,3,99
59,8,2,1,2,3,8,17.19
59,8,2,1,99,1,10,18.83
59,8,1,1,1,3,10,99
59,8,1,1,1,3,11,18.55
59,8,1,1,2,3,4,18.33
59,8,2,1,2,3,7,21.86
59,7,1,1,2,3,8,99
59,7,1,1,2,3,12,99
59,7,1,1,2,3,12,17.74
59,8,2,1,1,3,10,19.85
59,8,2,1,2,3,8,99
59,8,1,1,2,3,10,99
59,8,2,1,3,3,11,99
59,8,1,1,2,3,10,99
59,8,1,1,1,3,10,99
59,8,2,1,1,3,12,19.57
59,8,1,1,1,3,11,99
59,8,2,1,2,3,6,99
59,8,1,1,1,3,9,23.27
59,8,1,1,1,3,9,26.15
59,8,1,1,1,3,10,20.35
59,8,2,1,1,3,10,24.74
59,8,2,1,1,3,12,99
59,8,1,1,1,3,10,99
59,8,2,1,2,3,9,23.21
59,8,2,1,2,3,2,23.05
59,8,1,1,2,3,10,20.74
59,8,2,1,2,3,9,28.08
59,8,2,1,3,3,9,17.4
59,8,2,1,1,3,11,16.46
59,8,1,1,1,3,7,18.71
59,8,2,1,1,3,10,25.97
59,8,2,1,3,3,6,99
59,8,1,1,1,3,6,22.67
59,8,2,1,1,3,11,99
59,8,2,1,2,3,11,17.49
59,8,2,1,1,3,9,99
59,8,2,1,1,3,6,23.61
59,8,2,1,1,3,8,24.45
59,8,2,1,99,3,12,18.4
59,8,1,1,1,3,11,21.79
59,8,2,1,2,3,7,17.58
59,8,1,1,1,3,10,38.28
59,8,2,1,2,3,6,20.18
59,8,1,1,1,3,8,13.08
59,8,2,1,2,3,11,23.53
59,8,2,1,2,3,6,22.22
59,8,1,1,1,3,10,16.01
59,8,1,1,2,3,10,99
59,8,2,1,2,3,9,23
59,8,1,1,1,3,7,18.26
59,8,2,1,3,3,5,29.16
59,8,1,1,2,3,12,18.07
59,8,1,1,2,3,11,99
59,8,1,1,2,3,11,99
59,8,1,1,2,3,9,99
59,8,1,1,1,3,12,15.94
59,8,1,1,2,3,6,17.85
59,7,1,1,2,3,11,99
59,8,2,1,2,3,11,22.15
59,8,2,1,1,3,9,22.99
59,8,2,1,1,3,11,18.46
59,8,1,1,4,3,9,99
59,8,2,1,2,3,9,99
59,8,2,1,1,3,10,99
59,8,1,1,1,3,9,19.13
59,8,2,1,1,3,12,18.48
59,7,1,1,2,3,8,99
59,7,1,1,1,3,12,99
59,7,1,1,2,3,12,99
59,7,1,1,2,3,11,99
59,7,1,1,2,3,7,99
59,7,1,1,2,3,11,99
59,7,1,1,3,3,11,99
59,7,2,1,3,3,11,99
59,7,2,1,2,3,10,99
59,7,2,1,3,3,11,17.43
59,8,1,1,3,3,10,99
59,8,1,1,2,3,10,99
59,8,1,1,2,3,7,99
59,8,1,1,2,3,7,99
59,8,2,1,1,3,11,99
59,8,2,1,3,3,9,19.37
59,8,1,1,3,3,11,20.12
59,8,1,1,2,3,8,99
59,8,1,1,3,3,8,99
59,8,1,1,1,3,7,99
59,8,2,1,2,3,10,17.23
59,8,2,1,2,3,9,19.2
59,8,2,1,2,3,7,23.18
59,8,2,1,2,3,8,99
59,8,2,1,2,3,12,99
59,8,2,1,2,3,10,99
59,8,2,1,3,3,6,99
59,8,2,1,3,3,12,99
59,8,1,1,2,3,7,17.1
59,8,1,1,3,3,7,18.66
59,8,2,1,2,3,6,17.16
59,8,2,1,1,3,10,99
59,8,2,1,2,3,11,21.72
59,8,1,1,2,3,9,99
59,8,1,1,1,3,8,16.46
59,8,1,1,2,3,8,10.79
59,8,1,1,2,3,7,17.16
59,8,1,1,1,3,9,99
59,8,1,1,1,3,9,99
59,8,1,1,2,3,3,16.02
59,8,1,1,3,3,5,20.78
59,8,2,1,3,3,9,19.84
59,8,1,1,2,3,6,99
59,8,1,1,2,3,12,99
59,8,1,1,2,3,8,99
59,8,2,1,3,3,6,17.36
59,8,2,1,2,3,11,99
59,8,1,1,1,3,11,18.94
59,8,1,1,5,3,10,21.54
59,8,2,1,1,3,12,16.8
59,8,2,1,99,3,12,99
59,8,2,1,1,3,10,99
59,8,2,1,1,3,11,16.13
59,8,2,1,1,3,9,17.99
59,8,2,1,1,3,7,99
59,8,1,1,5,3,2,99
59,8,1,1,2,3,6,99
59,8,2,1,3,3,7,99
59,8,2,1,2,3,10,99
59,7,1,1,2,3,10,99
59,7,2,1,2,3,9,18.89
59,7,2,1,2,3,11,99
59,7,2,1,2,3,10,99
35,8,2,1,3,3,9,24.68
35,8,1,1,2,3,11,17.19
35,8,1,1,2,3,7,27.56
59,7,1,1,1,3,12,99
59,8,1,1,2,3,11,16.46
59,8,1,1,2,3,12,99
59,8,2,1,2,3,7,19.43
59,8,1,1,1,3,12,19.49
35,6,2,1,1,3,11,16.64
35,7,1,1,2,3,12,19.49
35,8,1,1,2,3,8,20.16
35,7,1,1,1,3,11,15.41
35,8,2,1,2,3,9,17.57
35,7,2,1,2,3,10,99
35,8,1,1,2,3,7,16.83
35,7,1,1,2,3,11,19.53
35,8,1,1,1,3,9,20.78
12,6,2,1,99,1,12,99
12,6,2,1,1,1,2,99
12,7,1,1,2,3,8,99
12,6,2,1,2,1,12,99
12,7,1,1,2,3,9,99
59,8,1,1,1,3,12,99
59,7,1,1,99,3,9,14.82
59,8,1,1,1,3,5,27.46
59,8,2,1,3,3,7,99
59,8,2,1,2,3,10,17.67
59,8,2,1,2,3,9,22.45
59,8,2,1,2,3,5,99
59,8,2,1,3,3,7,99
59,8,1,1,1,3,10,23.81
59,8,1,1,2,3,9,19.19
59,8,1,1,2,3,10,99
59,8,2,1,3,3,12,99
59,8,2,1,1,3,12,99
59,8,2,1,3,3,9,99
59,8,1,1,2,3,6,99
59,8,1,1,1,3,11,99
59,8,2,1,2,3,10,21.79
59,8,1,1,1,3,3,16.6
59,8,1,1,2,3,11,21.63
59,8,2,1,3,3,9,99
59,8,2,1,2,3,8,99
59,8,2,1,2,3,10,99
59,8,2,1,2,3,7,99
59,8,1,1,3,3,11,21.21
59,8,1,1,1,3,10,20.6
59,8,1,1,1,3,10,18.55
59,8,2,1,2,3,8,99
59,8,1,1,2,3,4,99
59,8,1,1,3,3,99,99
35,7,1,1,2,3,10,21.97
35,8,2,1,1,3,11,17.89
35,8,1,1,1,3,11,99
35,8,2,1,1,3,9,19.49
35,8,1,1,1,3,11,17.95
35,8,1,1,2,3,7,99
35,7,1,1,1,3,10,15.55
35,8,1,1,2,3,6,19.37
12,8,1,1,2,1,9,22.46
35,8,1,1,5,3,4,23.62
35,8,2,1,3,3,7,24.71
35,8,2,1,2,3,7,99
35,8,1,1,3,3,6,99
35,8,1,1,1,3,11,99
35,8,2,1,2,3,9,99
35,8,2,1,1,3,12,15.94
35,8,1,1,2,3,8,99
35,8,2,1,1,3,7,20.9
35,7,1,1,2,3,8,99
35,7,1,1,2,3,10,99
35,8,1,1,2,3,8,21.95
35,8,1,1,2,3,11,99
35,8,2,1,3,3,6,99
24,8,2,1,2,3,10,25.25
24,8,2,1,1,3,7,16.99
24,8,1,1,2,3,10,18.55
24,8,2,1,1,3,8,21.09
24,6,2,1,5,1,0,20.56
35,6,1,1,1,3,9,18.88
24,8,1,1,3,3,8,99
24,7,2,1,2,3,11,99
24,7,1,1,2,3,11,99
24,7,2,1,2,3,11,99
24,7,2,1,3,3,7,22.91
12,8,1,1,1,3,8,99
12,8,1,1,2,3,12,18.17
12,8,2,1,2,3,9,20.37
12,7,1,1,1,3,11,99
35,8,2,1,2,3,8,15.81
35,8,2,1,1,3,9,21.57
35,8,2,1,1,3,8,16.99
35,8,1,1,1,3,9,99
35,8,2,1,2,3,12,16.99
35,8,1,1,1,3,11,99
35,8,2,1,1,3,10,99
35,8,1,1,1,3,6,99
35,8,1,1,2,3,11,99
35,8,2,1,2,3,9,99
35,7,2,1,99,3,7,99
35,7,2,1,99,3,9,20.25
35,7,2,1,2,3,11,16.51
35,8,1,1,2,3,9,99
35,7,1,1,1,3,8,18.36
35,7,2,1,2,3,10,16.72
35,8,2,1,99,3,6,99
35,8,2,1,2,3,8,99
35,8,1,1,2,3,10,16.62
35,8,1,1,2,3,9,99
35,8,2,1,2,3,11,99
35,8,2,1,2,3,6,99
35,8,1,1,1,3,11,99
35,7,2,1,1,3,10,16.72
35,7,1,1,1,3,10,18.3
35,7,2,1,2,3,7,17.16
35,7,2,1,2,3,11,18.9
35,7,1,1,1,3,11,99
35,7,2,1,2,3,8,99
35,7,2,1,1,3,11,19.73
35,7,1,1,1,3,8,99
35,8,2,1,2,3,9,99
35,8,1,1,2,3,5,99
35,7,2,1,2,3,11,17.47
35,7,1,1,1,3,6,99
35,8,2,1,2,3,11,99
35,8,2,1,2,3,10,19.74
35,7,1,1,2,3,10,99
35,8,1,1,1,3,12,17.95
35,7,1,1,2,3,12,99
35,8,2,1,2,3,9,99
35,8,1,1,2,3,9,99
35,8,1,1,3,3,7,99
35,8,1,1,2,3,10,99
35,8,1,1,1,3,8,15.84
35,8,1,1,1,3,11,19.37
35,8,1,1,1,3,11,19.72
35,8,2,1,2,3,9,17.66
35,8,2,1,2,3,9,15.43
35,8,1,1,1,3,12,18.55
35,8,1,1,2,3,8,16.62
35,8,1,1,3,3,10,16.06
35,8,1,1,2,3,12,99
35,7,2,1,2,3,12,99
35,8,1,1,1,3,10,99
35,8,1,1,1,3,10,19.18
35,8,2,1,1,3,11,18.64
35,8,2,1,3,3,11,24.98
35,8,1,1,2,3,6,17.57
35,7,1,1,1,3,11,99
35,7,2,1,2,3,11,16.16
35,7,2,1,99,3,9,99
35,7,2,1,3,3,5,99
35,7,2,1,2,3,12,99
35,7,2,1,2,3,6,99
35,7,2,1,1,3,11,99
35,7,2,1,1,3,11,13.12
35,7,2,1,2,3,12,99
35,7,1,1,2,3,9,99
35,7,1,1,2,3,7,18.59
35,7,2,1,2,3,10,18.58
35,7,1,1,2,3,11,99
35,8,2,1,2,3,10,16.69
35,8,1,1,2,3,9,15.12
35,8,1,1,1,3,9,18.59
35,8,1,1,2,3,10,17.01
35,8,1,1,4,3,10,15.4
35,8,1,1,3,3,8,19.63
35,8,1,1,2,3,11,99
35,8,1,1,4,3,5,99
35,8,2,1,4,3,6,99
35,8,2,1,3,3,7,18.52
35,8,1,1,3,3,7,20.35
35,8,2,1,2,3,11,99
35,8,2,1,3,3,12,99
35,8,2,1,3,3,6,99
35,8,1,1,1,3,10,99
35,8,1,1,1,3,6,32.43
35,8,2,1,2,3,10,22.46
35,8,1,1,2,3,8,99
35,8,2,1,2,3,12,20.49
35,7,2,1,3,3,9,99
35,8,2,1,2,3,12,99
35,8,1,1,2,3,12,10.33
35,8,1,1,3,3,8,99
35,8,1,1,1,3,11,99
35,8,1,1,2,3,6,22.49
35,8,1,1,4,3,6,18.55
35,8,1,1,2,3,7,18.22
35,8,1,1,2,3,11,99
35,8,1,1,2,3,11,99
35,8,1,1,1,3,9,22.81
35,8,1,1,1,3,8,18.55
35,8,2,1,1,3,12,16.64
35,8,1,1,3,3,9,99
35,6,1,1,2,3,11,99
35,7,2,1,99,3,6,99
35,7,1,1,2,3,5,22.48
35,7,2,1,4,3,7,99
35,7,1,1,3,3,11,99
35,8,2,1,3,3,7,14.27
35,7,1,1,1,3,10,99
35,7,1,1,3,3,10,99
35,7,1,1,1,3,11,99
35,7,1,1,2,3,10,18.84
35,7,2,1,1,3,8,15.59
35,7,1,1,1,3,9,17.26
35,7,1,1,2,3,10,99
35,7,1,1,2,3,11,14.17
35,7,2,1,2,3,11,16.81
35,7,2,1,2,3,7,21.26
35,7,1,1,1,3,11,99
35,7,1,1,2,3,12,99
35,7,1,1,2,3,7,99
35,7,1,1,1,3,7,16.31
35,7,2,1,2,3,6,99
35,7,2,1,2,3,12,99
35,7,2,1,3,3,8,99
35,7,2,1,2,3,7,99
35,7,1,1,3,3,4,99
35,7,1,1,2,3,9,99
35,7,2,1,3,3,10,99
35,7,2,1,3,3,10,99
35,7,1,1,2,3,7,17.94
35,7,2,1,2,3,7,99
35,7,1,1,2,3,10,22.08
35,7,1,1,1,3,6,99
35,7,1,1,1,3,7,99
35,7,1,1,2,3,12,14.98
35,8,1,1,1,3,8,22.14
35,8,1,1,1,3,10,99
35,8,1,1,2,3,7,26.63
35,7,2,1,2,3,9,99
35,7,1,1,1,3,9,17.28
35,7,2,1,3,3,10,99
35,7,1,1,2,3,9,99
35,7,1,1,2,3,10,99
35,7,2,1,3,3,6,99
35,7,1,1,2,3,9,19.14
35,7,1,1,2,3,9,99
35,7,2,1,2,3,11,99
35,7,1,1,1,3,10,20.6
35,7,2,1,3,3,6,99
35,7,2,1,2,3,7,16.59
35,8,2,1,2,3,10,17.75
35,7,1,1,2,3,9,99
35,7,2,1,2,3,7,99
35,7,1,1,3,3,3,25.75
12,8,2,1,1,1,9,22.46
12,6,2,1,1,3,10,14.47
12,8,2,1,1,3,12,17.92
35,7,1,1,1,3,9,13.67
35,7,1,1,1,3,9,99
35,7,2,1,3,3,7,99
35,7,2,1,2,3,10,99
35,7,1,1,2,3,10,99
35,7,1,1,2,3,11,99
35,7,1,1,1,3,11,99
35,8,1,1,3,3,8,99
35,7,2,1,2,3,9,22.27
35,8,1,1,3,3,8,18.56
35,7,1,1,2,3,11,99
35,7,1,1,1,3,8,99
35,8,2,1,1,3,10,99
35,8,2,1,1,3,9,24.14
35,8,1,1,2,3,9,99
35,8,1,1,2,3,10,16.64
35,8,2,1,3,3,10,99
35,8,2,1,1,3,11,15.66
35,8,2,1,2,3,8,99
35,8,1,1,1,3,9,16.56
35,8,1,1,2,3,9,99
35,8,1,1,2,3,10,99
35,8,1,1,2,3,8,99
35,8,2,1,2,3,10,99
35,7,2,1,2,3,11,99
35,7,1,1,1,3,10,99
35,7,1,1,1,3,10,99
35,8,2,1,2,3,11,99
35,8,2,1,2,3,10,17.2
35,8,2,1,5,3,8,99
35,8,1,1,1,3,10,22.6
35,8,1,1,3,3,11,99
35,8,2,1,2,3,10,16.48
35,8,1,1,2,3,8,99
35,7,2,1,2,3,9,99
35,7,2,1,2,3,12,99
35,7,2,1,1,3,10,99
35,7,1,1,3,3,11,99
35,7,1,1,3,3,7,21.71
35,7,2,1,1,3,1,99
35,7,2,1,4,3,9,19.61
35,7,2,1,2,3,11,99
35,7,1,1,2,3,10,18.08
35,7,1,1,2,3,7,19.74
35,7,2,1,1,3,12,99
35,7,2,1,2,3,9,99
35,7,2,1,1,3,9,99
35,7,2,1,2,3,6,99
35,7,2,1,1,3,10,99
35,7,1,1,2,3,11,99
35,7,1,1,2,3,9,99
35,8,2,1,3,3,10,99
10,8,2,1,3,1,9,16.27
10,8,1,1,5,1,0,99
10,8,1,1,5,3,2,32.42
10,8,1,1,1,3,10,99
10,8,2,1,2,3,10,18.84
35,8,2,1,2,3,7,99
10,8,2,1,1,3,12,99
10,7,2,1,1,3,12,99
10,8,2,1,2,3,11,99
10,8,2,1,2,3,12,20.5
10,8,2,1,2,3,7,99
10,7,2,1,2,3,9,21.63
10,7,1,1,1,3,10,17.97
10,7,1,1,2,3,9,99
10,7,2,1,1,3,11,99
35,8,1,1,3,3,5,19.2
35,7,1,1,2,3,9,99
35,7,2,1,1,3,12,99
35,7,2,1,3,3,9,15.96
35,7,1,1,1,3,10,99
10,8,2,1,2,1,12,20.92
10,8,1,1,4,3,6,99
10,7,2,1,1,3,11,20.31
10,7,1,1,1,3,9,17.79
10,7,1,1,1,3,11,16.65
10,7,1,1,2,3,3,18.14
10,7,2,1,2,3,6,99
10,7,2,1,1,3,11,15.81
10,7,1,1,4,3,12,16.4
10,7,2,1,1,3,4,99
10,7,2,1,1,3,6,99
35,8,1,1,1,3,12,99
10,7,1,1,1,3,7,16.3
10,8,2,1,5,1,3,99
10,8,2,1,3,1,99,17.72
10,8,2,1,1,3,6,19.58
10,8,2,1,1,3,6,99
35,8,1,1,1,3,10,99
10,8,2,1,1,3,6,99
11,8,1,1,1,3,7,99
11,8,2,1,5,3,12,31.35
11,7,1,1,1,3,12,15.56
11,7,2,1,1,3,6,42.44
11,8,2,1,99,3,12,23.38
10,8,1,1,5,3,8,99
10,8,1,1,1,3,7,23.03
10,8,1,1,1,1,12,18.79
10,8,1,1,2,3,7,99
11,7,1,1,1,3,8,15.64
11,7,1,1,1,3,12,99
11,7,1,1,3,3,10,99
11,7,2,1,99,3,4,99
11,7,1,1,3,3,8,99
11,8,1,1,2,3,9,99
11,8,1,1,5,3,6,99
11,8,2,1,2,3,10,16.06
11,8,2,1,5,1,0,99
11,7,2,1,2,3,12,18.55
24,7,2,1,3,3,11,19.37
24,7,2,1,2,3,12,15.94
24,8,1,1,2,3,5,20.6
24,8,2,1,2,3,9,19.01
24,8,1,1,1,3,8,22.66
24,7,1,1,3,3,9,20.8
24,7,2,1,2,3,12,99
24,7,2,1,1,3,10,16.82
24,8,2,1,1,3,4,18.61
24,7,2,1,1,3,9,99
11,8,2,1,2,1,7,11.75
11,8,1,1,1,3,10,21.77
11,8,2,1,2,3,6,99
46,8,2,1,2,3,4,99
46,8,2,1,1,3,12,99
46,8,2,1,2,3,10,17.23
46,8,2,1,1,3,6,99
46,8,2,1,2,3,6,99
46,8,2,1,2,3,6,26.58
46,8,2,1,1,3,6,99
46,7,2,1,99,3,7,99
46,8,2,1,2,3,7,99
46,7,2,1,2,3,4,18.8
46,7,2,1,1,3,7,99
46,7,1,1,3,3,8,22.5
46,7,1,1,2,3,9,99
46,7,2,1,2,3,11,99
46,7,1,1,1,3,8,18.29
46,7,2,1,2,3,11,99
46,7,2,1,2,3,8,99
46,7,1,1,2,3,9,99
46,7,1,1,2,3,12,99
46,7,1,1,1,3,12,99
46,8,1,1,1,3,11,17.48
46,8,1,1,4,3,2,32.92
46,7,2,1,2,3,10,22.14
46,8,1,1,2,3,9,99
46,8,2,1,1,3,8,99
46,8,2,1,99,3,12,99
46,8,1,1,2,3,9,22.42
46,8,2,1,2,3,10,99
46,8,1,1,3,3,3,27.46
46,8,2,1,1,3,8,99
46,8,2,1,1,3,11,99
46,8,2,1,1,3,12,99
46,8,1,1,3,3,9,17.16
46,8,2,1,99,3,9,99
46,8,1,1,2,3,11,99
46,7,1,1,2,3,11,24.96
46,7,1,1,2,3,11,99
46,7,1,1,2,3,8,99
46,7,1,1,2,3,7,99
46,8,1,1,1,3,11,21.48
46,8,2,1,2,3,11,99
46,8,1,1,2,3,12,18.29
46,7,1,1,2,3,99,99
46,8,2,1,5,3,8,99
46,8,2,1,1,3,5,21.68
46,8,2,1,1,3,11,99
46,8,2,1,1,3,10,15.25
46,8,1,1,1,3,6,99
46,8,1,1,3,3,6,99
46,8,2,1,2,3,11,99
46,8,1,1,1,3,7,15.06
46,8,2,1,2,3,12,15.06
46,8,1,1,1,3,9,99
46,8,2,1,2,3,11,19.94
46,8,2,1,2,3,8,17.36
46,8,1,1,2,3,9,18.44
46,8,2,1,1,3,12,99
46,8,2,1,2,3,11,99
46,8,1,1,1,3,9,15.43
46,7,2,1,2,3,4,99
46,7,2,1,2,3,7,99
46,7,2,1,1,3,8,99
46,8,2,1,1,3,8,19.7
46,8,2,1,1,3,7,17.26
46,8,2,1,1,3,10,21.48
46,8,2,1,3,3,9,22.92
46,8,1,1,2,3,7,19.1
46,7,2,1,2,3,11,99
46,7,1,1,2,3,5,99
46,7,2,1,3,3,7,99
46,8,2,1,2,3,5,99
46,7,2,1,2,3,8,99
46,7,1,1,1,3,9,99
46,7,1,1,1,3,9,15.91
46,7,1,1,1,3,8,99
46,7,2,1,1,3,9,18.64
46,7,2,1,1,3,9,19.14
46,7,1,1,2,3,11,99
46,7,1,1,1,3,8,99
46,7,1,1,2,3,9,99
46,7,2,1,1,3,9,99
46,7,2,1,1,3,11,16.99
46,7,1,1,1,3,10,99
46,7,2,1,2,3,11,17.19
46,8,1,1,1,3,9,18.18
35,8,1,1,2,3,5,19.66
35,8,1,1,2,3,11,18.82
35,8,1,1,2,3,9,21.73
35,8,2,1,3,3,10,19.2
35,8,2,1,1,3,12,19.2
46,7,1,1,2,3,9,15.94
46,7,2,1,3,3,9,99
46,7,2,1,1,3,11,99
46,7,2,1,1,3,12,17.71
46,7,2,1,2,3,8,99
46,7,1,1,99,3,9,99
35,8,2,1,2,3,9,19.3
35,8,2,1,2,3,9,99
35,8,2,1,3,3,7,99
35,8,1,1,2,3,9,20.18
35,8,1,1,1,3,10,20.24
46,8,1,1,2,3,9,25.39
46,8,1,1,5,3,6,99
46,8,2,1,2,3,11,17.16
46,7,2,1,1,3,12,99
46,7,1,1,2,3,5,99
46,8,2,1,1,3,12,15.34
35,8,2,1,2,3,10,99
35,8,2,1,1,3,10,19.49
35,7,2,1,2,3,6,99
35,7,2,1,3,3,12,99
35,8,1,1,2,3,9,16.14
35,7,1,1,3,3,9,18.88
35,8,1,1,1,3,9,17.72
35,7,1,1,1,3,9,17.15
35,7,2,1,3,3,8,99
35,7,2,1,2,3,7,19.75
35,7,1,1,3,3,2,17.85
35,7,1,1,2,3,8,20.37
35,7,2,1,2,3,6,99
35,7,2,1,2,3,6,99
46,7,1,1,3,3,12,99
48,7,1,1,2,3,10,99
48,7,1,1,1,3,6,99
48,8,2,1,1,3,6,22.31
48,7,1,1,2,3,8,99
48,7,1,1,1,3,7,99
48,8,2,1,2,3,8,99
48,8,2,1,2,3,12,17.47
48,7,2,1,3,3,10,99
48,8,1,1,1,3,11,24.22
48,8,1,1,1,3,8,23.03
48,7,2,1,1,3,11,20.6
35,8,1,1,2,3,6,99
35,8,1,1,2,3,5,99
35,7,1,1,1,3,12,19.08
35,8,1,1,2,3,6,21.16
35,7,1,1,2,3,9,99
35,7,2,1,1,3,1,24.4
35,7,1,1,2,3,4,99
35,7,1,1,3,3,12,17.94
35,7,2,1,1,3,10,99
35,7,2,1,2,3,9,99
35,7,2,1,1,3,5,21.67
35,7,2,1,3,3,7,99
48,7,1,1,1,3,10,24.8
48,7,2,1,2,3,12,99
35,7,1,1,2,3,12,99
35,8,1,1,2,3,11,99
35,7,2,1,2,3,12,99
35,7,2,1,1,3,12,17.47
35,7,1,1,1,3,8,19.38
35,7,1,1,2,3,8,19.3
35,7,1,1,2,3,10,20.83
35,7,1,1,2,3,6,20.31
35,8,1,1,1,3,9,17.38
35,7,1,1,2,3,10,17.06
35,7,1,1,1,3,9,15.81
35,7,2,1,2,3,9,99
35,8,2,1,1,3,11,20.37
35,7,1,1,2,3,9,99
35,8,2,1,1,3,9,19.7
35,8,2,1,2,3,9,41.62
35,7,1,1,2,3,12,15.45
35,7,2,1,2,3,6,17.71
35,8,2,1,1,3,7,21.76
35,7,1,1,1,3,9,99
35,7,1,1,2,3,10,15.66
35,7,2,1,2,3,6,18.4
35,8,1,1,1,3,8,99
35,7,1,1,2,3,9,17.44
48,7,1,1,1,3,8,99
48,7,2,1,1,3,10,18.01
48,7,1,1,4,3,9,99
48,7,2,1,1,3,9,99
48,8,1,1,2,3,10,24.2
48,8,2,1,2,3,11,99
48,7,1,1,3,3,11,19.92
48,8,1,1,2,3,10,99
48,8,1,1,2,3,3,99
35,8,1,1,2,3,6,99
48,8,1,1,2,3,11,99
48,7,1,1,3,3,9,99
48,7,2,1,2,3,6,99
48,7,1,1,1,3,11,99
35,7,1,1,2,3,4,99
48,8,2,1,1,3,11,99
35,8,1,1,4,3,6,99
48,8,1,1,2,3,9,99
48,8,2,1,1,3,10,16.77
47,7,2,1,1,3,11,99
47,8,2,1,3,3,12,12.98
47,7,2,1,1,3,11,22.67
47,7,2,1,2,3,11,99
47,8,1,1,1,3,10,22.14
47,8,1,1,3,3,9,24.56
47,7,1,1,1,3,11,18.88
47,8,2,1,1,3,8,17.47
47,8,1,1,1,3,7,99
47,8,2,1,1,3,12,19.77
47,7,1,1,2,3,7,99
47,7,1,1,2,3,10,16.66
47,7,2,1,1,3,11,99
47,8,1,1,2,3,9,19.84
47,7,1,1,1,3,9,99
47,7,2,1,2,3,6,18.58
47,8,1,1,2,3,10,26.78
47,7,2,1,2,3,7,18.11
47,7,2,1,2,3,6,99
47,7,1,1,2,3,10,99
47,7,2,1,2,3,5,15.18
47,6,2,1,2,3,11,99
47,8,2,1,1,3,12,99
47,8,2,1,2,3,10,99
47,7,2,1,2,3,6,21.63
47,7,2,1,2,3,12,99
47,7,2,1,2,3,12,99
47,7,2,1,1,3,10,99
47,7,2,1,3,3,11,99
47,8,2,1,1,3,11,20.37
47,8,1,1,1,3,6,18.07
47,7,1,1,1,3,9,17.92
47,7,2,1,2,3,11,20.78
47,8,2,1,2,3,9,20.05
35,7,1,1,3,3,8,99
35,7,2,1,3,3,9,99
35,7,1,1,1,3,10,99
35,7,2,1,3,3,9,18.29
35,7,1,1,2,3,11,99
35,7,1,1,1,3,12,99
35,7,1,1,2,3,6,99
35,7,1,1,2,3,99,99
35,7,1,1,2,3,10,99
35,7,2,1,2,3,10,99
35,7,1,1,2,3,5,99
10,8,2,1,2,3,8,99
35,7,1,1,1,3,11,15.94
35,7,1,1,1,3,11,99
35,7,1,1,3,3,9,15.94
35,7,2,1,2,3,9,99
35,7,1,1,2,3,0,20.12
35,7,1,1,2,3,11,99
35,7,1,1,1,3,9,14
35,7,2,1,2,3,10,99
35,8,1,1,2,3,4,23.23
35,8,1,1,2,3,5,99
35,8,2,1,2,3,9,25.61
35,7,2,1,2,3,12,99
35,6,1,1,2,3,9,99
35,6,2,1,1,3,8,20.77
35,6,1,1,2,3,10,99
35,6,1,1,1,3,12,99
35,7,1,1,2,3,11,99
35,8,1,1,2,3,7,18.84
35,8,1,1,2,3,7,99
35,8,1,1,2,3,10,17.18
35,8,1,1,2,3,8,20.56
35,8,2,1,3,3,8,18.65
35,8,1,1,2,3,2,99
35,8,2,1,1,3,8,99
35,8,1,1,2,3,6,18.84
35,8,2,1,2,3,9,18.64
35,8,2,1,1,3,12,99
35,8,2,1,3,3,4,27.67
35,8,2,1,2,3,8,18.79
35,8,2,1,2,3,6,99
35,8,1,1,2,3,9,20.78
35,8,1,1,1,3,9,99
35,8,2,1,3,3,8,18.79
35,8,1,1,3,3,4,99
59,7,2,1,3,3,10,19.57
59,7,2,1,2,3,12,17.57
59,8,1,1,3,3,7,99
59,8,1,1,1,3,7,13.84
59,7,2,1,2,3,6,99
59,8,1,1,99,3,4,19.37
59,7,2,1,2,3,12,99
59,8,1,1,1,3,6,17.14
59,8,1,1,3,3,9,18.89
59,8,2,1,2,3,12,99
35,8,2,1,4,3,6,99
35,8,2,1,1,3,11,99
35,8,1,1,1,3,12,15.94
35,8,2,1,2,3,10,27.28
35,8,1,1,1,3,9,21.42
35,8,2,1,1,3,8,19.2
35,8,2,1,3,3,6,19.63
35,8,1,1,1,3,9,99
59,8,1,1,1,3,10,99
35,8,1,1,1,3,11,17.54
46,7,1,1,1,3,12,99
46,7,2,1,2,3,4,28.25
46,7,1,1,1,3,7,99
46,7,1,1,1,3,5,99
46,7,1,1,1,3,11,99
46,7,2,1,1,3,10,99
46,7,1,1,1,3,6,99
46,7,1,1,1,3,11,23.17
46,7,1,1,1,3,10,99
46,7,2,1,1,3,9,99
46,7,2,1,1,3,4,16.1
46,7,1,1,1,3,11,99
46,7,1,1,1,3,7,23.91
