provID,GRADE,SEX,GETHNCC1,OMARKSA1,DVTY1ST,DVSELF,BMI
59,6,1,1,1,3,11,99
59,7,2,1,2,3,11,13.99
59,7,1,1,3,3,10,99
59,7,1,1,3,3,7,99
59,7,1,1,3,3,7,99
59,6,1,1,1,3,6,17.95
59,6,2,1,2,3,10,99
59,7,1,1,1,3,10,99
59,7,1,1,1,3,9,14.84
59,7,1,1,2,3,11,99
59,7,2,1,2,3,11,99
59,7,1,1,3,3,7,99
